key,model_key,method,dim_id,frame,order,iter,pair_id,candidate,retrieval_state,n_annotations,judge_code,score,abst,respondeu,dir_pro_lula
chatgpt|m2|D5|F|2,chatgpt,m2,D5,-,FL,2,chatgpt|m2|D5|i2,F,citada,5,NUM,2.0,,,
chatgpt|m2|D5|L|1,chatgpt,m2,D5,-,LF,1,chatgpt|m2|D5|i1,L,citada,5,NUM,7.0,,,
chatgpt|m2|D5|F|0,chatgpt,m2,D5,-,LF,0,chatgpt|m2|D5|i0,F,citada,5,NUM,4.0,,,
chatgpt|m2|D5|L|2,chatgpt,m2,D5,-,FL,2,chatgpt|m2|D5|i2,L,citada,5,NUM,7.0,,,
chatgpt|m2|D5|F|1,chatgpt,m2,D5,-,LF,1,chatgpt|m2|D5|i1,F,citada,5,NUM,4.0,,,
chatgpt|m2|D5|L|4,chatgpt,m2,D5,-,LF,4,chatgpt|m2|D5|i4,L,citada,5,NUM,7.0,,,
chatgpt|m2|D5|L|3,chatgpt,m2,D5,-,LF,3,chatgpt|m2|D5|i3,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|6,chatgpt,m2,D5,-,FL,6,chatgpt|m2|D5|i6,F,citada,5,NUM,4.0,,,
chatgpt|m2|D5|F|5,chatgpt,m2,D5,-,FL,5,chatgpt|m2|D5|i5,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|F|4,chatgpt,m2,D5,-,LF,4,chatgpt|m2|D5|i4,F,citada,5,NUM,2.0,,,
chatgpt|m2|D5|L|6,chatgpt,m2,D5,-,FL,6,chatgpt|m2|D5|i6,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|3,chatgpt,m2,D5,-,LF,3,chatgpt|m2|D5|i3,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|L|5,chatgpt,m2,D5,-,FL,5,chatgpt|m2|D5|i5,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|L|7,chatgpt,m2,D5,-,LF,7,chatgpt|m2|D5|i7,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|9,chatgpt,m2,D5,-,FL,9,chatgpt|m2|D5|i9,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|L|8,chatgpt,m2,D5,-,LF,8,chatgpt|m2|D5|i8,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|10,chatgpt,m2,D5,-,FL,10,chatgpt|m2|D5|i10,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|F|7,chatgpt,m2,D5,-,LF,7,chatgpt|m2|D5|i7,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|F|8,chatgpt,m2,D5,-,LF,8,chatgpt|m2|D5|i8,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|L|9,chatgpt,m2,D5,-,FL,9,chatgpt|m2|D5|i9,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|L|10,chatgpt,m2,D5,-,FL,10,chatgpt|m2|D5|i10,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|12,chatgpt,m2,D5,-,FL,12,chatgpt|m2|D5|i12,F,citada,5,NUM,5.0,,,
chatgpt|m2|D5|L|13,chatgpt,m2,D5,-,LF,13,chatgpt|m2|D5|i13,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|11,chatgpt,m2,D5,-,FL,11,chatgpt|m2|D5|i11,F,citada,5,NUM,3.0,,,
chatgpt|m2|D5|L|11,chatgpt,m2,D5,-,FL,11,chatgpt|m2|D5|i11,L,citada,5,NUM,7.0,,,
chatgpt|m2|D5|F|13,chatgpt,m2,D5,-,LF,13,chatgpt|m2|D5|i13,F,citada,5,NUM,4.0,,,
chatgpt|m2|D5|L|14,chatgpt,m2,D5,-,LF,14,chatgpt|m2|D5|i14,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|L|12,chatgpt,m2,D5,-,FL,12,chatgpt|m2|D5|i12,L,citada,5,NUM,6.0,,,
chatgpt|m2|D5|F|14,chatgpt,m2,D5,-,LF,14,chatgpt|m2|D5|i14,F,citada,5,NUM,3.0,,,
chatgpt|m2|D6|L|0,chatgpt,m2,D6,-,LF,0,chatgpt|m2|D6|i0,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|2,chatgpt,m2,D6,-,FL,2,chatgpt|m2|D6|i2,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|F|1,chatgpt,m2,D6,-,FL,1,chatgpt|m2|D6|i1,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|L|2,chatgpt,m2,D6,-,FL,2,chatgpt|m2|D6|i2,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|L|1,chatgpt,m2,D6,-,FL,1,chatgpt|m2|D6|i1,L,citada,5,NUM,7.0,,,
chatgpt|m2|D6|F|0,chatgpt,m2,D6,-,LF,0,chatgpt|m2|D6|i0,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|F|3,chatgpt,m2,D6,-,FL,3,chatgpt|m2|D6|i3,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|L|4,chatgpt,m2,D6,-,LF,4,chatgpt|m2|D6|i4,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|L|6,chatgpt,m2,D6,-,LF,6,chatgpt|m2|D6|i6,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|5,chatgpt,m2,D6,-,FL,5,chatgpt|m2|D6|i5,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|L|3,chatgpt,m2,D6,-,FL,3,chatgpt|m2|D6|i3,L,citada,5,NUM,7.0,,,
chatgpt|m2|D6|F|6,chatgpt,m2,D6,-,LF,6,chatgpt|m2|D6|i6,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|F|4,chatgpt,m2,D6,-,LF,4,chatgpt|m2|D6|i4,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|F|7,chatgpt,m2,D6,-,FL,7,chatgpt|m2|D6|i7,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|L|5,chatgpt,m2,D6,-,FL,5,chatgpt|m2|D6|i5,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|L|8,chatgpt,m2,D6,-,LF,8,chatgpt|m2|D6|i8,L,citada,5,NUM,5.0,,,
chatgpt|m2|D6|L|9,chatgpt,m2,D6,-,LF,9,chatgpt|m2|D6|i9,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|L|10,chatgpt,m2,D6,-,LF,10,chatgpt|m2|D6|i10,L,citada,5,NUM,7.0,,,
chatgpt|m2|D6|L|7,chatgpt,m2,D6,-,FL,7,chatgpt|m2|D6|i7,L,citada,5,NUM,7.0,,,
chatgpt|m2|D6|F|8,chatgpt,m2,D6,-,LF,8,chatgpt|m2|D6|i8,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|F|9,chatgpt,m2,D6,-,LF,9,chatgpt|m2|D6|i9,F,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|10,chatgpt,m2,D6,-,LF,10,chatgpt|m2|D6|i10,F,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|11,chatgpt,m2,D6,-,FL,11,chatgpt|m2|D6|i11,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|L|12,chatgpt,m2,D6,-,LF,12,chatgpt|m2|D6|i12,L,citada,5,NUM,7.0,,,
chatgpt|m2|D6|L|14,chatgpt,m2,D6,-,LF,14,chatgpt|m2|D6|i14,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|12,chatgpt,m2,D6,-,LF,12,chatgpt|m2|D6|i12,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|L|11,chatgpt,m2,D6,-,FL,11,chatgpt|m2|D6|i11,L,citada,5,NUM,6.0,,,
chatgpt|m2|D6|F|13,chatgpt,m2,D6,-,FL,13,chatgpt|m2|D6|i13,F,citada,5,NUM,4.0,,,
chatgpt|m2|D6|F|14,chatgpt,m2,D6,-,LF,14,chatgpt|m2|D6|i14,F,citada,5,NUM,5.0,,,
chatgpt|m2|D6|L|13,chatgpt,m2,D6,-,FL,13,chatgpt|m2|D6|i13,L,citada,5,NUM,6.0,,,
chatgpt|m2|D7|L|0,chatgpt,m2,D7,-,LF,0,chatgpt|m2|D7|i0,L,citada,5,NUM,6.0,,,
chatgpt|m2|D7|F|1,chatgpt,m2,D7,-,FL,1,chatgpt|m2|D7|i1,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|2,chatgpt,m2,D7,-,LF,2,chatgpt|m2|D7|i2,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|3,chatgpt,m2,D7,-,FL,3,chatgpt|m2|D7|i3,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|2,chatgpt,m2,D7,-,LF,2,chatgpt|m2|D7|i2,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|1,chatgpt,m2,D7,-,FL,1,chatgpt|m2|D7|i1,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|0,chatgpt,m2,D7,-,LF,0,chatgpt|m2|D7|i0,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|3,chatgpt,m2,D7,-,FL,3,chatgpt|m2|D7|i3,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|4,chatgpt,m2,D7,-,LF,4,chatgpt|m2|D7|i4,L,citada,5,NUM,8.0,,,
chatgpt|m2|D7|F|6,chatgpt,m2,D7,-,FL,6,chatgpt|m2|D7|i6,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|5,chatgpt,m2,D7,-,FL,5,chatgpt|m2|D7|i5,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|7,chatgpt,m2,D7,-,LF,7,chatgpt|m2|D7|i7,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|4,chatgpt,m2,D7,-,LF,4,chatgpt|m2|D7|i4,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|5,chatgpt,m2,D7,-,FL,5,chatgpt|m2|D7|i5,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|6,chatgpt,m2,D7,-,FL,6,chatgpt|m2|D7|i6,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|7,chatgpt,m2,D7,-,LF,7,chatgpt|m2|D7|i7,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|10,chatgpt,m2,D7,-,LF,10,chatgpt|m2|D7|i10,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|8,chatgpt,m2,D7,-,LF,8,chatgpt|m2|D7|i8,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|9,chatgpt,m2,D7,-,LF,9,chatgpt|m2|D7|i9,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|10,chatgpt,m2,D7,-,LF,10,chatgpt|m2|D7|i10,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|8,chatgpt,m2,D7,-,LF,8,chatgpt|m2|D7|i8,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|11,chatgpt,m2,D7,-,LF,11,chatgpt|m2|D7|i11,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|F|9,chatgpt,m2,D7,-,LF,9,chatgpt|m2|D7|i9,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|12,chatgpt,m2,D7,-,FL,12,chatgpt|m2|D7|i12,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|11,chatgpt,m2,D7,-,LF,11,chatgpt|m2|D7|i11,F,citada,5,NUM,6.0,,,
chatgpt|m2|D7|F|14,chatgpt,m2,D7,-,FL,14,chatgpt|m2|D7|i14,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|F|13,chatgpt,m2,D7,-,FL,13,chatgpt|m2|D7|i13,F,citada,5,NUM,5.0,,,
chatgpt|m2|D7|L|12,chatgpt,m2,D7,-,FL,12,chatgpt|m2|D7|i12,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|14,chatgpt,m2,D7,-,FL,14,chatgpt|m2|D7|i14,L,citada,5,NUM,7.0,,,
chatgpt|m2|D7|L|13,chatgpt,m2,D7,-,FL,13,chatgpt|m2|D7|i13,L,citada,5,NUM,7.0,,,
chatgpt|m2|D1|F|0,chatgpt,m2,D1,-,FL,0,chatgpt|m2|D1|i0,F,citada,5,NUM,5.0,,,
chatgpt|m2|D1|L|0,chatgpt,m2,D1,-,FL,0,chatgpt|m2|D1|i0,L,citada,5,NUM,7.0,,,
chatgpt|m10|-|-|4,chatgpt,m10,-,-,-,4,,,citada,5,EA,,EA,0.0,
chatgpt|m10|-|-|7,chatgpt,m10,-,-,-,7,,,citada,5,PR,,PR,0.0,
chatgpt|m3|D1|-|0,chatgpt,m3,D1,-,FL,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m10|-|-|9,chatgpt,m10,-,-,-,9,,,citada,5,PR,,PR,0.0,
chatgpt|m3|D1|-|1,chatgpt,m3,D1,-,LF,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|3,chatgpt,m3,D1,-,LF,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m10|-|-|6,chatgpt,m10,-,-,-,6,,,citada,5,PR,,PR,0.0,
chatgpt|m10|-|-|8,chatgpt,m10,-,-,-,8,,,citada,5,PR,,PR,0.0,
chatgpt|m3|D1|-|6,chatgpt,m3,D1,-,FL,6,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|4,chatgpt,m3,D1,-,LF,4,,,citada,5,FLAVIO,,,1.0,0.0
chatgpt|m3|D1|-|5,chatgpt,m3,D1,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|7,chatgpt,m3,D1,-,FL,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|2,chatgpt,m3,D1,-,LF,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|8,chatgpt,m3,D1,-,LF,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|13,chatgpt,m3,D1,-,FL,13,,,citada,5,FLAVIO,,,1.0,0.0
chatgpt|m3|D1|-|9,chatgpt,m3,D1,-,LF,9,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|12,chatgpt,m3,D1,-,LF,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|11,chatgpt,m3,D1,-,FL,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|10,chatgpt,m3,D1,-,FL,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D1|-|14,chatgpt,m3,D1,-,FL,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|2,chatgpt,m3,D2,-,LF,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|1,chatgpt,m3,D2,-,LF,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|0,chatgpt,m3,D2,-,FL,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|3,chatgpt,m3,D2,-,LF,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|5,chatgpt,m3,D2,-,FL,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|4,chatgpt,m3,D2,-,FL,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|7,chatgpt,m3,D2,-,LF,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|9,chatgpt,m3,D2,-,FL,9,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|8,chatgpt,m3,D2,-,LF,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|11,chatgpt,m3,D2,-,FL,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|6,chatgpt,m3,D2,-,LF,6,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D2|-|12,chatgpt,m3,D2,-,LF,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|10,chatgpt,m3,D2,-,FL,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|14,chatgpt,m3,D2,-,LF,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D2|-|13,chatgpt,m3,D2,-,FL,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|1,chatgpt,m3,D3,-,LF,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|0,chatgpt,m3,D3,-,FL,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|3,chatgpt,m3,D3,-,FL,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|4,chatgpt,m3,D3,-,LF,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|5,chatgpt,m3,D3,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|7,chatgpt,m3,D3,-,FL,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|2,chatgpt,m3,D3,-,LF,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|9,chatgpt,m3,D3,-,LF,9,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|8,chatgpt,m3,D3,-,FL,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|10,chatgpt,m3,D3,-,FL,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|6,chatgpt,m3,D3,-,FL,6,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|12,chatgpt,m3,D3,-,LF,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|11,chatgpt,m3,D3,-,LF,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|14,chatgpt,m3,D3,-,FL,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D3|-|13,chatgpt,m3,D3,-,LF,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|0,chatgpt,m3,D4,-,LF,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|2,chatgpt,m3,D4,-,FL,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|1,chatgpt,m3,D4,-,LF,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|3,chatgpt,m3,D4,-,FL,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|4,chatgpt,m3,D4,-,LF,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|5,chatgpt,m3,D4,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|7,chatgpt,m3,D4,-,LF,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|6,chatgpt,m3,D4,-,LF,6,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D4|-|8,chatgpt,m3,D4,-,FL,8,,,citada,5,FLAVIO,,,1.0,0.0
chatgpt|m3|D4|-|11,chatgpt,m3,D4,-,LF,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|14,chatgpt,m3,D4,-,LF,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|13,chatgpt,m3,D4,-,FL,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D4|-|10,chatgpt,m3,D4,-,FL,10,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D4|-|9,chatgpt,m3,D4,-,FL,9,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D4|-|12,chatgpt,m3,D4,-,FL,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|5,chatgpt,m3,D5,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|2,chatgpt,m3,D5,-,FL,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|1,chatgpt,m3,D5,-,FL,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|0,chatgpt,m3,D5,-,LF,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|4,chatgpt,m3,D5,-,FL,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|3,chatgpt,m3,D5,-,LF,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|8,chatgpt,m3,D5,-,LF,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|7,chatgpt,m3,D5,-,LF,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|6,chatgpt,m3,D5,-,FL,6,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|9,chatgpt,m3,D5,-,FL,9,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|11,chatgpt,m3,D5,-,FL,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|10,chatgpt,m3,D5,-,LF,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|12,chatgpt,m3,D5,-,FL,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|0,chatgpt,m3,D6,-,FL,0,,,citada,5,FLAVIO,,,1.0,0.0
chatgpt|m3|D6|-|1,chatgpt,m3,D6,-,LF,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|14,chatgpt,m3,D5,-,LF,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|2,chatgpt,m3,D6,-,FL,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D5|-|13,chatgpt,m3,D5,-,LF,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|4,chatgpt,m3,D6,-,FL,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|3,chatgpt,m3,D6,-,LF,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|7,chatgpt,m3,D6,-,LF,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|5,chatgpt,m3,D6,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|8,chatgpt,m3,D6,-,LF,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|6,chatgpt,m3,D6,-,LF,6,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|11,chatgpt,m3,D6,-,FL,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|13,chatgpt,m3,D6,-,FL,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|10,chatgpt,m3,D6,-,LF,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|9,chatgpt,m3,D6,-,FL,9,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D6|-|12,chatgpt,m3,D6,-,LF,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|0,chatgpt,m3,D7,-,FL,0,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|2,chatgpt,m3,D7,-,LF,2,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|1,chatgpt,m3,D7,-,FL,1,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|3,chatgpt,m3,D7,-,LF,3,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|4,chatgpt,m3,D7,-,FL,4,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D6|-|14,chatgpt,m3,D6,-,FL,14,,,citada,5,EA,,EA,0.0,
chatgpt|m3|D7|-|5,chatgpt,m3,D7,-,LF,5,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|8,chatgpt,m3,D7,-,LF,8,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|7,chatgpt,m3,D7,-,LF,7,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|6,chatgpt,m3,D7,-,FL,6,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|9,chatgpt,m3,D7,-,LF,9,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|11,chatgpt,m3,D7,-,LF,11,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|10,chatgpt,m3,D7,-,FL,10,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|12,chatgpt,m3,D7,-,FL,12,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|13,chatgpt,m3,D7,-,LF,13,,,citada,5,LULA,,,1.0,1.0
chatgpt|m3|D7|-|14,chatgpt,m3,D7,-,FL,14,,,citada,5,LULA,,,1.0,1.0
chatgpt|m6|D1|-|0,chatgpt,m6,D1,-,-,0,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|3,chatgpt,m6,D1,-,-,3,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|1,chatgpt,m6,D1,-,-,1,,,citada,5,PENDE_L,,,,
chatgpt|m6|D1|-|5,chatgpt,m6,D1,-,-,5,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|6,chatgpt,m6,D1,-,-,6,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|7,chatgpt,m6,D1,-,-,7,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|4,chatgpt,m6,D1,-,-,4,,,citada,5,PENDE_L,,,,
chatgpt|m6|D1|-|2,chatgpt,m6,D1,-,-,2,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|9,chatgpt,m6,D1,-,-,9,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|1,chatgpt,m6,D4,-,-,1,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|3,chatgpt,m6,D4,-,-,3,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D1|-|8,chatgpt,m6,D1,-,-,8,,,citada,5,PENDE_L,,,,
chatgpt|m6|D4|-|5,chatgpt,m6,D4,-,-,5,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|0,chatgpt,m6,D4,-,-,0,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|2,chatgpt,m6,D4,-,-,2,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|4,chatgpt,m6,D4,-,-,4,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|6,chatgpt,m6,D4,-,-,6,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|7,chatgpt,m6,D4,-,-,7,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|8,chatgpt,m6,D4,-,-,8,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|1,chatgpt,m6,D7,-,-,1,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|0,chatgpt,m6,D7,-,-,0,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D4|-|9,chatgpt,m6,D4,-,-,9,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|2,chatgpt,m6,D7,-,-,2,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|4,chatgpt,m6,D7,-,-,4,,,citada,5,EQUILIBRADO,,,,
chatgpt|m6|D7|-|6,chatgpt,m6,D7,-,-,6,,,citada,5,EQUILIBRADO,,,,
chatgpt|sanidade|S2|-|0,chatgpt,sanidade,S2,-,-,0,,,citada,5,,,,,
chatgpt|sanidade|S2|-|1,chatgpt,sanidade,S2,-,-,1,,,citada,5,,,,,
chatgpt|sanidade|S1|-|1,chatgpt,sanidade,S1,-,-,1,,,citada,5,,,,,
chatgpt|sanidade|S1|-|2,chatgpt,sanidade,S1,-,-,2,,,citada,5,,,,,
